,Name,Handedness,Team,Opponent,xK,prop_k,over,over_odds,x_over,over_diff,under,under_odds,x_under,under_diff,bet_over,bet_under,commence_time,SO,IP,win,wager_return
7,Sonny Gray,R,MIN,PHI,6.46,5.5,-104.0,0.51,0.625,0.115,-122.0,0.55,0.375,-0.175,1,0,2023-08-13 13:35:00,7,6.0,True,96.15
9,Gerrit Cole,R,NYY,MIA,7.29,6.5,-110.0,0.524,0.593,0.069,-116.0,0.537,0.407,-0.13,1,0,2023-08-13 13:40:00,6,6.0,False,-100.0
14,Dylan Cease,R,CHW,MIL,6.97,6.5,104.0,0.49,0.547,0.057,-132.0,0.569,0.453,-0.116,1,0,2023-08-13 14:10:00,7,7.0,True,104.0
15,Chase Silseth,R,LAA,HOU,5.42,4.5,-128.0,0.561,0.631,0.07,100.0,0.5,0.369,-0.131,1,0,2023-08-13 14:10:00,5,5.0,True,78.12
17,Dane Dunning,R,TEX,SFG,4.68,4.5,124.0,0.446,0.503,0.057,-158.0,0.612,0.497,-0.115,1,0,2023-08-13 16:05:00,12,7.0,True,124.0
18,Logan Webb,R,SFG,TEX,6.06,5.5,108.0,0.481,0.564,0.083,-136.0,0.576,0.436,-0.14,1,0,2023-08-13 16:05:00,6,8.2,True,108.0
5,Clarke Schmidt,R,NYY,ATL,6.36,4.5,114.0,0.467,0.761,0.294,-144.0,0.59,0.239,-0.351,1,0,2023-08-14 19:20:00,3,2.1,False,-100
8,Logan Gilbert,R,SEA,KCR,6.51,5.5,-106.0,0.515,0.633,0.118,-122.0,0.55,0.367,-0.183,1,0,2023-08-14 20:10:00,5,4.1,False,-100
2,Bailey Falter,L,PIT,NYM,4.46,3.5,-116.0,0.537,0.651,0.114,-110.0,0.524,0.349,-0.175,1,0,2023-08-15 19:10:00,5,5.1,True,86.21
3,David Peterson,L,NYM,PIT,5.97,4.5,-118.0,0.541,0.711,0.17,-106.0,0.515,0.289,-0.226,1,0,2023-08-15 19:10:00,5,3.2,True,84.75
6,Cristian Javier,R,HOU,MIA,6.19,5.5,120.0,0.455,0.584,0.129,-152.0,0.603,0.416,-0.187,1,0,2023-08-15 18:40:00,2,4.2,False,-100.0
8,Nick Pivetta,R,BOS,WAS,6.35,5.5,-112.0,0.528,0.608,0.08,-112.0,0.528,0.392,-0.136,1,0,2023-08-15 19:05:00,7,4.1,True,89.29
11,Luis Severino,R,NYY,ATL,5.24,4.5,112.0,0.472,0.601,0.129,-142.0,0.587,0.399,-0.188,1,0,2023-08-15 19:20:00,5,4.0,True,112.0
17,Lucas Giolito,R,LAA,TEX,6.47,5.5,116.0,0.463,0.627,0.164,-148.0,0.597,0.373,-0.224,1,0,2023-08-15 20:05:00,5,6.0,False,-100.0
21,Michael Wacha,R,SDP,BAL,4.48,3.5,-156.0,0.609,0.654,0.045,122.0,0.45,0.346,-0.104,1,0,2023-08-15 21:40:00,5,5.0,True,64.1
0,Austin Gomber,L,COL,ARI,5.13,3.5,128.0,0.439,0.753,0.314,-164.0,0.621,0.247,-0.374,1,0,2023-08-16 15:10:00,1,5.1,False,-100.0
11,Kenta Maeda,R,MIN,DET,7.14,6.5,126.0,0.442,0.57,0.128,-160.0,0.615,0.43,-0.185,1,0,2023-08-16 13:10:00,6,4.0,False,-100.0
12,Johan Oviedo,R,PIT,NYM,5.78,4.5,-126.0,0.558,0.684,0.126,-102.0,0.505,0.316,-0.189,1,0,2023-08-16 13:10:00,3,4.0,False,-100.0
17,Paul Blackburn,R,OAK,STL,5.17,4.5,106.0,0.485,0.588,0.103,-134.0,0.573,0.412,-0.161,1,0,2023-08-16 18:45:00,8,7.0,True,106.0
18,Aaron Nola,R,PHI,TOR,7.09,6.5,108.0,0.481,0.564,0.083,-138.0,0.58,0.436,-0.144,1,0,2023-08-16 19:07:00,7,5.0,True,108.0
21,Luis Castillo,R,SEA,KCR,7.72,6.5,108.0,0.481,0.651,0.17,-138.0,0.58,0.349,-0.231,1,0,2023-08-16 20:10:00,3,7.0,False,-100.0
1,Chris Sale,L,BOS,WAS,6.04,5.5,-116.0,0.537,0.561,0.024,-110.0,0.524,0.439,-0.085,1,0,2023-08-17 16:05:00,3,4.1,False,-100.0
5,George Kirby,R,SEA,KCR,6.31,5.5,118.0,0.459,0.602,0.143,-150.0,0.6,0.398,-0.202,1,0,2023-08-17 14:10:00,2,6.0,False,-100.0
6,Adam Wainwright,R,STL,NYM,3.57,3.5,120.0,0.455,0.477,0.022,-152.0,0.603,0.523,-0.08,1,0,2023-08-17 19:15:00,2,6.0,False,-100.0
8,Corbin Burnes,R,MIL,LAD,6.98,6.5,104.0,0.49,0.548,0.058,-134.0,0.573,0.452,-0.121,1,0,2023-08-17 22:10:00,9,7.0,True,104.0
3,Joey Lucchesi,L,NYM,STL,4.8,4.5,120.0,0.455,0.524,0.069,-152.0,0.603,0.476,-0.127,1,0,2023-08-18 20:15:00,5,5.2,True,120.0
4,Zack Thompson,L,STL,NYM,5.18,4.5,-118.0,0.541,0.591,0.05,-108.0,0.519,0.409,-0.11,1,0,2023-08-18 20:15:00,5,5.0,True,84.75
9,Michael Lorenzen,R,PHI,WAS,4.78,4.5,114.0,0.467,0.52,0.053,-144.0,0.59,0.48,-0.11,1,0,2023-08-18 19:05:00,1,3.1,False,-100.0
11,Alex Cobb,R,SFG,ATL,5.65,4.5,120.0,0.455,0.666,0.211,-152.0,0.603,0.334,-0.269,1,0,2023-08-18 19:20:00,3,5.2,False,-100.0
12,Spencer Strider,R,ATL,SFG,8.85,8.5,106.0,0.485,0.524,0.039,-134.0,0.573,0.476,-0.097,1,0,2023-08-18 19:20:00,10,7.0,True,106.0
13,Brandon Woodruff,R,MIL,TEX,7.11,6.5,-120.0,0.545,0.567,0.022,-106.0,0.515,0.433,-0.082,1,0,2023-08-18 20:05:00,4,5.1,False,-100.0
16,Bryce Miller,R,SEA,HOU,5.53,5.5,120.0,0.455,0.476,0.021,-152.0,0.603,0.524,-0.079,1,0,2023-08-18 20:10:00,2,6.1,False,-100.0
19,Peter Lambert,R,COL,CHW,4.75,3.5,108.0,0.481,0.698,0.217,-136.0,0.576,0.302,-0.274,1,0,2023-08-18 20:40:00,5,7.0,True,108.0
23,Sandy Alcantara,R,MIA,LAD,5.79,5.5,108.0,0.481,0.519,0.038,-136.0,0.576,0.481,-0.095,1,0,2023-08-18 22:10:00,6,6.0,True,108.0
1,Cristopher Sanchez,L,PHI,WAS,5.08,4.5,100.0,0.5,0.573,0.073,-128.0,0.561,0.427,-0.134,1,0,2023-08-19 16:05:00,5,6.0,True,100.0
4,Kyle Freeland,L,COL,CHW,4.57,3.5,-108.0,0.519,0.669,0.15,-116.0,0.537,0.331,-0.206,1,0,2023-08-19 20:10:00,6,5.0,True,92.59
6,Ken Waldichuk,L,OAK,BAL,6.01,5.5,-102.0,0.505,0.557,0.052,-124.0,0.554,0.443,-0.111,1,0,2023-08-19 21:07:00,7,5.2,True,98.04
7,Kutter Crawford,R,BOS,NYY,5.71,5.5,116.0,0.463,0.506,0.043,-148.0,0.597,0.494,-0.103,1,0,2023-08-19 13:05:00,5,6.0,False,-100.0
9,Brady Singer,R,KCR,CHC,5.6,4.5,-148.0,0.597,0.659,0.062,116.0,0.463,0.341,-0.122,1,0,2023-08-19 14:20:00,3,3.2,False,-100.0
16,Logan Gilbert,R,SEA,HOU,6.5,5.5,-110.0,0.524,0.631,0.107,-116.0,0.537,0.369,-0.168,1,0,2023-08-19 19:10:00,3,6.0,False,-100.0
21,Logan Webb,R,SFG,ATL,6.13,4.5,-136.0,0.576,0.732,0.156,108.0,0.481,0.268,-0.213,1,0,2023-08-19 19:20:00,5,6.0,True,73.53
5,Jakob Junis,R,SFG,ATL,5.49,3.5,-110.0,0.524,0.797,0.273,-116.0,0.537,0.203,-0.334,1,0,2023-08-20 13:35:00,1,1.2,False,-100.0
6,Hunter Greene,R,CIN,TOR,7.44,6.5,-120.0,0.545,0.613,0.068,-106.0,0.515,0.387,-0.128,1,0,2023-08-20 13:40:00,4,3.0,False,-100.0
13,Chris Flexen,R,COL,CHW,5.02,3.5,112.0,0.472,0.737,0.265,-142.0,0.587,0.263,-0.324,1,0,2023-08-20 15:10:00,5,6.0,True,112.0
