name,over,under,prop_k,commence_time
Michael Kopech,102,-128,6.5,2023-06-21 20:10:00
Miles Mikolas,-102,-126,3.5,2023-06-21 16:05:00
Rich Hill,-142,112,4.5,2023-06-21 12:35:00
Sandy Alcantara,112,-142,5.5,2023-06-21 12:10:00
Sonny Gray,-164,128,4.5,2023-06-21 19:40:00
Taj Bradley,-158,124,5.5,2023-06-21 12:10:00
Trevor Williams,-160,126,3.5,2023-06-21 16:05:00
Tyler Wells,-120,-106,5.5,2023-06-21 12:10:00
Tylor Megill,122,-154,4.5,2023-06-21 14:10:00
Zac Gallen,-106,-120,6.5,2023-06-21 14:10:00
Aaron Nola,-142,112,6.5,2023-06-22 13:05:00
Alex Wood,-136,108,4.5,2023-06-22 15:45:00
Blake Snell,110,-140,7.5,2023-06-22 15:45:00
Braxton Garrett,-118,-108,5.5,2023-06-22 18:40:00
Bryan Woo,-106,-120,5.5,2023-06-22 19:05:00
Bryce Elder,-128,102,4.5,2023-06-22 13:05:00
Domingo German,-134,106,5.5,2023-06-22 19:05:00
JP Sears,120,-154,4.5,2023-06-22 13:10:00
Jake Irvin,-110,-116,3.5,2023-06-22 13:05:00
Logan Allen,-116,-110,5.5,2023-06-22 13:10:00
Mitch Keller,114,-144,6.5,2023-06-22 18:40:00
Shane McClanahan,108,-138,7.5,2023-06-22 18:40:00
Tommy Henry,-156,122,3.5,2023-06-22 13:05:00
AJ Smith-Shawver,-128,100,4.5,2023-06-23 18:40:00
Brayan Bello,130,-166,5.5,2023-06-23 20:10:00
Chris Bassitt,-118,-108,5.5,2023-06-23 19:07:00
Emmet Sheehan,-110,-116,4.5,2023-06-23 22:10:00
J.P. France,106,-134,4.5,2023-06-23 22:10:00
James Kaprielian,-128,100,3.5,2023-06-23 19:07:00
Jesus Luzardo,-110,-116,6.5,2023-06-23 18:40:00
Joe Musgrove,108,-136,5.5,2023-06-23 21:40:00
Joey Wentz,-146,114,4.5,2023-06-23 18:40:00
Kodai Senga,112,-142,6.5,2023-06-23 19:05:00
Kyle Freeland,106,-134,3.5,2023-06-23 20:40:00
Kyle Gibson,-156,124,4.5,2023-06-23 19:05:00
Logan Gilbert,-116,-110,4.5,2023-06-23 19:05:00
Logan Webb,104,-130,5.5,2023-06-23 22:15:00
Lucas Giolito,-108,-116,5.5,2023-06-23 20:10:00
Luis Ortiz,-106,-122,4.5,2023-06-23 18:40:00
Luke Weaver,126,-160,4.5,2023-06-23 18:40:00
Patrick Corbin,118,-150,4.5,2023-06-23 21:40:00
Patrick Sandoval,-160,126,4.5,2023-06-23 20:40:00
Shane Bieber,120,-152,6.5,2023-06-23 19:10:00
Taijuan Walker,114,-144,4.5,2023-06-23 19:05:00
Zach Davies,-118,-108,3.5,2023-06-23 22:15:00
Zach Eflin,-150,118,5.5,2023-06-23 18:40:00
Zack Greinke,-128,100,3.5,2023-06-23 18:40:00
Adam Wainwright,128,-164,3.5,2023-06-24 13:10:00
Bobby Miller,114,-146,5.5,2023-06-24 19:15:00
Bryce Miller,128,-164,4.5,2023-06-24 16:05:00
Chase Anderson,-172,134,3.5,2023-06-24 21:10:00
Cristopher Sanchez,-140,110,3.5,2023-06-24 16:05:00
Dean Kremer,116,-146,5.5,2023-06-24 16:05:00
Freddy Peralta,-126,-102,4.5,2023-06-24 16:10:00
Graham Ashcraft,-108,-118,3.5,2023-06-24 16:10:00
Griffin Canning,-152,120,4.5,2023-06-24 21:10:00
James Paxton,118,-150,7.5,2023-06-24 16:10:00
Jared Shuster,-134,104,3.5,2023-06-24 16:10:00
Jon Gray,100,-128,5.5,2023-06-24 16:05:00
Jordan Lyles,104,-132,4.5,2023-06-24 16:10:00
Jose Berrios,100,-128,5.5,2023-06-24 16:07:00
Josiah Gray,-118,-108,4.5,2023-06-24 20:40:00
Justin Steele,-138,108,3.5,2023-06-24 13:10:00
Lance Lynn,-122,-106,6.5,2023-06-24 16:10:00
Luis Severino,-102,-126,5.5,2023-06-24 16:05:00
Max Scherzer,-108,-118,6.5,2023-06-24 16:05:00
Osvaldo Bido,-104,-122,4.5,2023-06-24 16:10:00
Pablo Lopez,-134,106,6.5,2023-06-24 19:15:00
Reese Olson,104,-132,5.5,2023-06-24 19:15:00
Ronel Blanco,110,-140,4.5,2023-06-24 19:15:00
Tanner Bibee,116,-148,5.5,2023-06-24 16:10:00
Yonny Chirinos,-136,108,3.5,2023-06-24 16:10:00
Aaron Civale,128,-164,5.5,2023-06-25 13:40:00
Anthony DeSclafani,-132,104,3.5,2023-06-25 16:05:00
Austin Gomber,-112,-112,3.5,2023-06-25 15:10:00
Bailey Ober,-102,-124,5.5,2023-06-25 12:10:00
Carlos Carrasco,128,-164,4.5,2023-06-25 13:35:00
Charlie Morton,-116,-110,6.5,2023-06-25 13:40:00
Corbin Burnes,120,-152,5.5,2023-06-25 13:40:00
Daniel Lynch,-174,136,3.5,2023-06-25 13:40:00
Eury Perez,-148,116,5.5,2023-06-25 13:40:00
George Kirby,110,-140,4.5,2023-06-25 13:35:00
Gerrit Cole,104,-132,7.5,2023-06-25 13:35:00
Hunter Brown,-112,-112,5.5,2023-06-25 19:10:00
Johan Oviedo,-138,108,4.5,2023-06-25 13:40:00
Kyle Bradish,130,-166,5.5,2023-06-25 13:35:00
Luis Medina,-124,-102,3.5,2023-06-25 13:37:00
MacKenzie Gore,102,-130,5.5,2023-06-25 16:10:00
Marcus Stroman,116,-148,4.5,2023-06-25 10:10:00
Matthew Liberatore,-108,-118,3.5,2023-06-25 10:10:00
Michael Lorenzen,118,-150,5.5,2023-06-25 12:10:00
Nathan Eovaldi,-122,-104,5.5,2023-06-25 13:35:00
Ryne Nelson,-130,102,3.5,2023-06-25 16:05:00
Seth Lugo,118,-150,4.5,2023-06-25 16:10:00
Tony Gonsolin,116,-148,4.5,2023-06-25 19:10:00
Tyler Anderson,-112,-112,4.5,2023-06-25 15:10:00
Tyler Glasnow,-150,118,7.5,2023-06-25 13:40:00
Yusei Kikuchi,-152,120,5.5,2023-06-25 13:37:00
Zack Wheeler,108,-136,6.5,2023-06-25 13:35:00
Andrew Heaney,-112,-112,6.5,2023-06-26 20:05:00
Brandon Williamson,-140,110,3.5,2023-06-26 19:05:00
Cole Irvin,136,-174,4.5,2023-06-26 19:05:00
Colin Rea,-142,112,3.5,2023-06-26 19:10:00
Dylan Cease,-142,112,6.5,2023-06-26 21:38:00
Justin Verlander,100,-128,6.5,2023-06-26 19:10:00
Luis Castillo,-104,-122,6.5,2023-06-26 21:40:00
Matt Boyd,100,-128,5.5,2023-06-26 20:05:00
Reid Detmers,-148,116,5.5,2023-06-26 21:38:00
Sonny Gray,-166,130,4.5,2023-06-26 19:20:00
Spencer Strider,-104,-122,9.5,2023-06-26 19:20:00
Trevor Williams,110,-140,4.5,2023-06-26 21:40:00
Andrew Abbott,-110,-116,5.5,2023-06-27 19:05:00
Brady Singer,-110,-116,3.5,2023-06-27 20:10:00
Bryan Woo,-156,122,4.5,2023-06-27 21:40:00
Bryce Elder,-102,-124,5.5,2023-06-27 19:20:00
Clayton Kershaw,116,-148,6.5,2023-06-27 20:40:00
Connor Seabold,116,-148,3.5,2023-06-27 20:40:00
David Peterson,-136,106,5.5,2023-06-27 19:10:00
Garrett Whitlock,-138,108,4.5,2023-06-27 19:10:00
Gavin Williams,-154,120,4.5,2023-06-27 20:10:00
Jake Irvin,104,-134,4.5,2023-06-27 21:40:00
Jhony Brito,120,-152,4.5,2023-06-27 21:40:00
Joe Ryan,-112,-112,5.5,2023-06-27 19:20:00
Julio Teheran,-152,120,3.5,2023-06-27 19:10:00
Martin Perez,-164,128,3.5,2023-06-27 20:05:00
Matt Manning,-166,130,3.5,2023-06-27 20:05:00
Michael Kopech,-106,-122,6.5,2023-06-27 21:38:00
Paul Blackburn,-148,116,4.5,2023-06-27 21:40:00
Rich Hill,104,-132,4.5,2023-06-27 19:05:00
Sandy Alcantara,122,-154,5.5,2023-06-27 19:10:00
Shohei Ohtani,104,-132,8.5,2023-06-27 21:38:00
Taj Bradley,112,-144,5.5,2023-06-27 21:40:00
Tyler Wells,-118,-108,5.5,2023-06-27 19:05:00
Yu Darvish,-144,112,5.5,2023-06-27 19:05:00
Zac Gallen,-146,116,5.5,2023-06-27 21:40:00
Aaron Nola,-146,114,5.5,2023-06-28 20:05:00
Blake Snell,100,-128,7.5,2023-06-28 19:05:00
Cristian Javier,116,-146,5.5,2023-06-28 19:45:00
Dane Dunning,112,-142,4.5,2023-06-28 20:05:00
Domingo German,118,-150,5.5,2023-06-28 21:40:00
Drew Smyly,-148,116,4.5,2023-06-28 20:05:00
JP Sears,124,-156,5.5,2023-06-28 21:40:00
Jaime Barria,-134,106,3.5,2023-06-28 21:38:00
Joey Wentz,-112,-112,4.5,2023-06-28 20:05:00
Kenta Maeda,-116,-108,4.5,2023-06-28 12:20:00
Kolby Allard,114,-144,3.5,2023-06-28 12:20:00
Kyle Gibson,-128,100,4.5,2023-06-28 19:05:00
Logan Allen,-116,-110,4.5,2023-06-28 20:10:00
Logan Gilbert,-104,-122,5.5,2023-06-28 16:10:00
Lucas Giolito,104,-132,6.5,2023-06-28 21:38:00
Luke Weaver,-122,-106,3.5,2023-06-28 19:05:00
Miles Mikolas,-154,122,3.5,2023-06-28 19:45:00
Mitch Keller,-122,-104,5.5,2023-06-28 19:05:00
Patrick Corbin,-104,-122,4.5,2023-06-28 16:10:00
Zach Davies,-132,104,3.5,2023-06-28 21:40:00
Zach Eflin,102,-128,4.5,2023-06-28 21:40:00
Adrian Houser,130,-168,3.5,2023-06-29 19:10:00
Brandon Pfaadt,-166,130,3.5,2023-06-29 15:40:00
Brayan Bello,-140,110,4.5,2023-06-29 18:10:00
Chase Anderson,104,-134,3.5,2023-06-29 20:40:00
Emmet Sheehan,-106,-122,4.5,2023-06-29 20:40:00
J.P. France,110,-140,4.5,2023-06-29 19:15:00
Jesus Luzardo,-118,-108,5.5,2023-06-29 18:10:00
Joe Musgrove,-116,-110,5.5,2023-06-29 12:35:00
Kyle Hendricks,-108,-118,3.5,2023-06-29 20:05:00
Lance Lynn,112,-142,6.5,2023-06-29 16:07:00
Luis Ortiz,-168,132,3.5,2023-06-29 12:35:00
Max Scherzer,-122,-104,7.5,2023-06-29 19:10:00
Patrick Sandoval,114,-144,5.5,2023-06-29 16:07:00
Shane Bieber,-112,-112,5.5,2023-06-29 14:10:00
Taijuan Walker,128,-164,4.5,2023-06-29 20:05:00
Alec Marsh,-122,-106,3.5,2023-06-30 20:10:00
Alex Cobb,-104,-122,4.5,2023-06-30 19:10:00
Austin Gomber,-142,112,3.5,2023-06-30 20:10:00
Bobby Miller,108,-138,5.5,2023-06-30 20:10:00
Bryce Miller,112,-142,5.5,2023-06-30 22:10:00
Cal Quantrill,120,-154,3.5,2023-06-30 14:20:00
Carlos Carrasco,-142,112,4.5,2023-06-30 19:10:00
Cristopher Sanchez,108,-136,4.5,2023-06-30 18:05:00
Dean Kremer,-136,108,5.5,2023-06-30 19:05:00
Freddy Peralta,-150,118,5.5,2023-06-30 19:05:00
Graham Ashcraft,-150,118,3.5,2023-06-30 17:10:00
Griffin Canning,114,-146,5.5,2023-06-30 21:38:00
James Paxton,-146,114,5.5,2023-06-30 19:07:00
Jon Gray,-112,-112,5.5,2023-06-30 20:05:00
Jose Berrios,128,-164,5.5,2023-06-30 19:07:00
Josiah Gray,-122,-104,4.5,2023-06-30 18:05:00
Justin Steele,104,-132,4.5,2023-06-30 14:20:00
Luis Severino,126,-160,5.5,2023-06-30 20:15:00
Matthew Liberatore,-122,-104,3.5,2023-06-30 20:15:00
Michael Lorenzen,106,-134,4.5,2023-06-30 20:10:00
Osvaldo Bido,-128,100,4.5,2023-06-30 19:05:00
Pablo Lopez,-142,112,5.5,2023-06-30 19:05:00
Ronel Blanco,128,-164,5.5,2023-06-30 20:05:00
Seth Lugo,-126,-102,4.5,2023-06-30 17:10:00
Shane McClanahan,-134,106,6.5,2023-06-30 22:10:00
Tommy Henry,108,-138,4.5,2023-06-30 21:38:00
Anthony DeSclafani,-140,110,3.5,2023-07-01 16:10:00
Bailey Ober,-106,-118,4.5,2023-07-01 16:05:00
Brandon Williamson,-102,-126,3.5,2023-07-01 13:40:00
Charlie Morton,104,-132,6.5,2023-07-01 16:10:00
Corbin Burnes,102,-128,6.5,2023-07-01 16:05:00
Daniel Lynch,-164,128,3.5,2023-07-01 19:15:00
Eury Perez,126,-160,5.5,2023-07-01 16:10:00
George Kirby,-140,110,5.5,2023-07-01 19:15:00
Hunter Brown,124,-158,6.5,2023-07-01 16:05:00
Jack Flaherty,102,-130,5.5,2023-07-01 14:15:00
Johan Oviedo,108,-136,5.5,2023-07-01 16:05:00
Julio Urias,-144,114,4.5,2023-07-01 19:15:00
Justin Verlander,-116,-112,6.5,2023-07-01 16:10:00
Kutter Crawford,-138,110,3.5,2023-07-01 15:07:00
Kyle Bradish,120,-152,6.5,2023-07-01 16:05:00
Luis Severino,126,-160,5.5,2023-07-01 14:15:00
MacKenzie Gore,-110,-116,6.5,2023-07-01 16:05:00
Marcus Stroman,-136,106,3.5,2023-07-01 19:15:00
Michael Wacha,104,-132,4.5,2023-07-01 13:40:00
Nathan Eovaldi,104,-132,5.5,2023-07-01 16:05:00
Ryne Nelson,106,-134,4.5,2023-07-01 22:07:00
Tanner Bibee,-148,116,4.5,2023-07-01 19:15:00
Tyler Anderson,-110,-116,4.5,2023-07-01 22:07:00
Tyler Glasnow,-140,110,7.5,2023-07-01 19:15:00
Yusei Kikuchi,-118,-108,5.5,2023-07-01 15:07:00
Zack Wheeler,108,-136,6.5,2023-07-01 16:05:00
Aaron Civale,-136,108,4.5,2023-07-02 14:20:00
Brady Singer,108,-138,4.5,2023-07-02 14:10:00
Cole Irvin,-122,-106,4.5,2023-07-02 12:05:00
Colin Rea,112,-142,4.5,2023-07-02 13:35:00
Connor Seabold,-138,108,3.5,2023-07-02 15:10:00
Garrett Whitlock,-130,102,4.5,2023-07-02 13:37:00
Gerrit Cole,-138,108,6.5,2023-07-02 14:15:00
Jameson Taillon,-136,108,3.5,2023-07-02 14:20:00
Jordan Montgomery,-118,-106,4.5,2023-07-02 14:15:00
Kevin Gausman,106,-134,7.5,2023-07-02 13:37:00
Luis Castillo,100,-128,7.5,2023-07-02 16:10:00
Matt Manning,-138,108,3.5,2023-07-02 15:10:00
Ranger Suarez,124,-158,5.5,2023-07-02 13:35:00
Reid Detmers,100,-128,6.5,2023-07-02 16:07:00
Rich Hill,116,-148,5.5,2023-07-02 13:35:00
Sandy Alcantara,-160,126,4.5,2023-07-02 13:35:00
Sonny Gray,100,-128,4.5,2023-07-02 12:05:00
Spencer Strider,100,-128,8.5,2023-07-02 13:35:00
Taj Bradley,118,-150,6.5,2023-07-02 16:10:00
Tony Gonsolin,106,-134,4.5,2023-07-02 14:10:00
Trevor Williams,-138,108,3.5,2023-07-02 13:35:00
Zac Gallen,112,-142,6.5,2023-07-02 16:07:00
Austin Cox,120,-154,3.5,2023-07-03 20:10:00
Braxton Garrett,108,-136,5.5,2023-07-03 18:40:00
Bryan Woo,100,-128,5.5,2023-07-03 21:45:00
Bryce Elder,-112,-112,3.5,2023-07-03 19:10:00
Cristian Javier,-156,124,4.5,2023-07-03 14:05:00
Domingo German,124,-158,5.5,2023-07-03 19:05:00
Drew Smyly,-158,124,4.5,2023-07-03 14:10:00
Gavin Williams,-112,-112,4.5,2023-07-03 19:10:00
Jake Irvin,112,-144,4.5,2023-07-03 18:05:00
Joe Ryan,-116,-110,6.5,2023-07-03 20:10:00
Julio Teheran,110,-140,4.5,2023-07-03 14:10:00
Logan Webb,-106,-120,5.5,2023-07-03 21:45:00
Luke Weaver,108,-136,3.5,2023-07-03 18:05:00
Martin Perez,124,-158,3.5,2023-07-03 14:05:00
Miles Mikolas,124,-158,4.5,2023-07-03 18:40:00
Tyler Wells,-104,-122,5.5,2023-07-03 19:05:00
Aaron Nola,-128,102,6.5,2023-07-04 16:10:00
Brandon Bielak,100,-128,4.5,2023-07-04 16:10:00
Chris Bassitt,-150,118,4.5,2023-07-04 20:10:00
Clarke Schmidt,-128,102,4.5,2023-07-04 13:05:00
Emmet Sheehan,106,-134,5.5,2023-07-04 21:10:00
JP Sears,108,-138,5.5,2023-07-04 18:40:00
Jesus Luzardo,-110,-116,6.5,2023-07-04 13:10:00
Joe Musgrove,-150,118,5.5,2023-07-04 18:40:00
Keaton Winn,118,-150,3.5,2023-07-04 16:35:00
Kenta Maeda,128,-164,5.5,2023-07-04 14:10:00
Kodai Senga,-116,-110,5.5,2023-07-04 16:10:00
Kolby Allard,-124,-102,3.5,2023-07-04 19:10:00
Kyle Freeland,102,-130,3.5,2023-07-04 16:10:00
Kyle Gibson,-116,-110,4.5,2023-07-04 13:05:00
Kyle Hendricks,-136,106,3.5,2023-07-04 16:10:00
Logan Gilbert,102,-128,5.5,2023-07-04 16:35:00
Lucas Giolito,-126,-102,5.5,2023-07-04 20:10:00
Luis Ortiz,-118,-108,3.5,2023-07-04 21:10:00
Patrick Corbin,102,-128,4.5,2023-07-04 11:05:00
Shane Bieber,114,-144,5.5,2023-07-04 19:10:00
Shohei Ohtani,-102,-124,7.5,2023-07-04 18:40:00
Tarik Skubal,118,-150,5.5,2023-07-04 18:40:00
Wade Miley,102,-130,3.5,2023-07-04 16:10:00
Zach Davies,106,-136,3.5,2023-07-04 16:10:00
Zach Eflin,102,-130,5.5,2023-07-04 16:10:00
Zack Greinke,100,-128,3.5,2023-07-04 14:10:00
Adrian Houser,-154,120,3.5,2023-07-05 20:10:00
Alec Marsh,-112,-112,4.5,2023-07-05 19:40:00
Alex Cobb,122,-154,5.5,2023-07-05 21:05:00
Bobby Miller,104,-132,6.5,2023-07-05 22:10:00
Brayan Bello,-116,-110,4.5,2023-07-05 19:10:00
Cal Quantrill,100,-128,3.5,2023-07-05 19:10:00
Chase Anderson,-138,108,3.5,2023-07-05 14:10:00
Dean Kremer,128,-164,5.5,2023-07-05 19:05:00
Eduardo Rodriguez,-110,-116,4.5,2023-07-05 18:40:00
Graham Ashcraft,-128,100,3.5,2023-07-05 19:05:00
J.P. France,-122,-106,5.5,2023-07-05 14:10:00
Jon Gray,-118,-106,4.5,2023-07-05 19:10:00
Jose Berrios,-102,-124,4.5,2023-07-05 20:10:00
Josiah Gray,108,-136,5.5,2023-07-05 19:05:00
Justin Steele,-134,104,5.5,2023-07-05 20:10:00
Kodai Senga,102,-128,5.5,2023-07-05 21:40:00
Lance Lynn,122,-156,6.5,2023-07-05 20:10:00
Mike Soroka,130,-166,3.5,2023-07-05 19:10:00
Osvaldo Bido,120,-152,4.5,2023-07-05 22:10:00
Pablo Lopez,-118,-108,7.5,2023-07-05 19:40:00
Patrick Sandoval,-136,108,4.5,2023-07-05 20:40:00
Randy Vasquez,-102,-126,4.5,2023-07-05 19:05:00
Seth Lugo,100,-128,5.5,2023-07-05 20:40:00
Taijuan Walker,100,-128,4.5,2023-07-05 18:40:00
Tommy Henry,110,-140,4.5,2023-07-05 21:40:00
Tommy Milone,-110,-116,4.5,2023-07-05 21:05:00
Brandon Williamson,-130,104,3.5,2023-07-06 13:05:00
Carlos Carrasco,-166,130,3.5,2023-07-06 21:40:00
Cristopher Sanchez,-152,120,3.5,2023-07-06 18:40:00
Eury Perez,-128,100,5.5,2023-07-06 18:40:00
Freddy Peralta,-136,108,6.5,2023-07-06 14:10:00
Hogan Harris,-164,128,3.5,2023-07-06 13:10:00
Jack Flaherty,-112,-112,5.5,2023-07-06 18:40:00
Johan Oviedo,-110,-116,4.5,2023-07-06 22:10:00
Jose Berrios,-134,106,4.5,2023-07-06 17:10:00
Julio Urias,116,-148,5.5,2023-07-06 22:10:00
Kutter Crawford,-104,-122,4.5,2023-07-06 19:10:00
Kyle Bradish,-104,-122,5.5,2023-07-06 19:05:00
Lance Lynn,-150,118,5.5,2023-07-06 17:10:00
Luis Severino,116,-148,5.5,2023-07-06 19:05:00
MacKenzie Gore,108,-138,6.5,2023-07-06 13:05:00
Marcus Stroman,-158,124,4.5,2023-07-06 14:10:00
Michael Lorenzen,-160,126,4.5,2023-07-06 13:10:00
Nathan Eovaldi,110,-140,5.5,2023-07-06 19:10:00
Ryne Nelson,120,-152,4.5,2023-07-06 21:40:00
Tanner Bibee,-106,-120,6.5,2023-07-06 19:10:00
Aaron Civale,-120,-106,5.5,2023-07-07 19:10:00
Alek Manoah,-122,-104,4.5,2023-07-07 18:40:00
Alex Faedo,-134,104,3.5,2023-07-07 18:40:00
Andrew Abbott,122,-156,7.5,2023-07-07 20:10:00
Bailey Ober,-108,-118,5.5,2023-07-07 20:10:00
Carlos Rodon,110,-138,6.5,2023-07-07 19:05:00
Charlie Morton,-104,-122,6.5,2023-07-07 18:40:00
Cody Bradford,114,-144,4.5,2023-07-07 19:05:00
Cole Irvin,-136,108,3.5,2023-07-07 20:10:00
Corbin Burnes,-148,116,6.5,2023-07-07 20:10:00
Daniel Lynch,-106,-120,3.5,2023-07-07 19:10:00
Dylan Cease,104,-134,7.5,2023-07-07 20:10:00
Griffin Canning,120,-152,5.5,2023-07-07 22:10:00
Hunter Brown,112,-142,6.5,2023-07-07 20:10:00
Jameson Taillon,120,-152,5.5,2023-07-07 19:05:00
Jordan Montgomery,-104,-122,5.5,2023-07-07 20:10:00
Justin Verlander,-104,-122,5.5,2023-07-07 21:40:00
Luis Castillo,-136,108,5.5,2023-07-07 20:10:00
Luis Medina,-132,104,3.5,2023-07-07 19:10:00
Rich Hill,-118,-108,4.5,2023-07-07 21:40:00
Sandy Alcantara,-144,112,5.5,2023-07-07 18:40:00
Tony Gonsolin,-106,-122,5.5,2023-07-07 22:10:00
Trevor Williams,-134,106,3.5,2023-07-07 19:05:00
Tyler Glasnow,-122,-104,7.5,2023-07-07 18:40:00
Yu Darvish,-102,-126,5.5,2023-07-07 21:40:00
Zac Gallen,110,-140,6.5,2023-07-07 21:40:00
Zack Wheeler,-106,-120,6.5,2023-07-07 18:40:00
Andrew Heaney,112,-142,5.5,2023-07-08 16:05:00
Blake Snell,116,-148,7.5,2023-07-08 22:10:00
Brady Singer,-140,110,3.5,2023-07-08 16:10:00
Braxton Garrett,-118,-106,5.5,2023-07-08 16:10:00
Bryan Woo,-110,-116,5.5,2023-07-08 19:15:00
Colin Rea,-118,-108,4.5,2023-07-08 16:10:00
David Peterson,-128,100,4.5,2023-07-08 22:10:00
Drew Smyly,132,-168,4.5,2023-07-08 13:05:00
Framber Valdez,-108,-118,6.5,2023-07-08 19:15:00
Gavin Williams,102,-130,5.5,2023-07-08 16:10:00
Gerrit Cole,-148,116,7.5,2023-07-08 13:05:00
Jake Irvin,-130,102,3.5,2023-07-08 16:05:00
James Paxton,-130,104,6.5,2023-07-08 16:10:00
Kevin Gausman,-128,102,7.5,2023-07-08 13:10:00
Luke Weaver,-110,-116,4.5,2023-07-08 16:10:00
Miles Mikolas,126,-160,4.5,2023-07-08 14:10:00
Paul Blackburn,-168,132,3.5,2023-07-08 16:10:00
Ranger Suarez,-118,-108,4.5,2023-07-08 16:10:00
Sonny Gray,-166,130,4.5,2023-07-08 14:10:00
Spencer Strider,114,-146,9.5,2023-07-08 19:15:00
Taj Bradley,122,-156,5.5,2023-07-08 19:15:00
Tyler Wells,-154,120,5.5,2023-07-08 14:10:00
Aaron Nola,-156,122,5.5,2023-07-09 13:40:00
Brandon Bielak,108,-138,4.5,2023-07-09 14:10:00
Bryce Elder,104,-132,4.5,2023-07-09 13:40:00
Chris Bassitt,102,-128,5.5,2023-07-09 13:40:00
Dane Dunning,-104,-122,3.5,2023-07-09 12:05:00
Domingo German,-124,-102,5.5,2023-07-09 13:35:00
JP Sears,-122,-106,4.5,2023-07-09 13:35:00
Jesus Luzardo,106,-136,7.5,2023-07-09 13:40:00
Joe Musgrove,106,-134,5.5,2023-07-09 16:10:00
Joe Ryan,-110,-116,5.5,2023-07-09 14:10:00
Kyle Freeland,-152,120,3.5,2023-07-09 16:05:00
Kyle Gibson,-116,-110,4.5,2023-07-09 14:10:00
Kyle Hendricks,-112,-112,3.5,2023-07-09 13:35:00
Logan Gilbert,-140,110,4.5,2023-07-09 14:10:00
Logan Webb,-142,112,5.5,2023-07-09 16:05:00
Lucas Giolito,114,-146,6.5,2023-07-09 14:10:00
Max Scherzer,-124,-102,6.5,2023-07-09 16:10:00
Patrick Corbin,-164,128,3.5,2023-07-09 12:05:00
Ryan Yarbrough,-116,-110,2.5,2023-07-09 13:40:00
Shane Bieber,108,-138,6.5,2023-07-09 13:40:00
Steven Matz,-112,-112,3.5,2023-07-09 14:10:00
Tarik Skubal,132,-168,4.5,2023-07-09 13:40:00
Zach Davies,112,-142,4.5,2023-07-09 16:10:00
Zach Eflin,-106,-120,5.5,2023-07-09 13:40:00
Aaron Civale,-138,108,4.5,2023-07-14 20:05:00
Alec Marsh,112,-142,4.5,2023-07-14 20:10:00
Austin Gomber,128,-164,3.5,2023-07-14 20:40:00
Brayan Bello,-136,108,4.5,2023-07-14 20:05:00
Carlos Rodon,-138,108,5.5,2023-07-14 20:40:00
Charlie Morton,-126,-102,6.5,2023-07-14 19:20:00
Corbin Burnes,-112,-112,6.5,2023-07-14 19:10:00
Cristopher Sanchez,128,-164,4.5,2023-07-14 18:05:00
Dean Kremer,-142,112,4.5,2023-07-14 19:05:00
Eduardo Rodriguez,108,-136,6.5,2023-07-14 22:10:00
Graham Ashcraft,110,-140,4.5,2023-07-14 19:10:00
J.P. France,116,-148,5.5,2023-07-14 21:38:00
Jon Gray,130,-166,4.5,2023-07-14 20:05:00
Julio Urias,-144,114,4.5,2023-07-14 19:10:00
Justin Verlander,-112,-112,5.5,2023-07-14 19:10:00
Kyle Hendricks,-118,-108,3.5,2023-07-14 20:05:00
Luis Castillo,102,-130,7.5,2023-07-14 22:10:00
Michael Kopech,130,-166,4.5,2023-07-14 19:20:00
Miles Mikolas,104,-132,3.5,2023-07-14 20:15:00
Rich Hill,-146,114,4.5,2023-07-14 19:05:00
Ross Stripling,-116,-110,3.5,2023-07-14 19:05:00
Sandy Alcantara,-140,110,4.5,2023-07-14 19:05:00
Shohei Ohtani,-128,100,6.5,2023-07-14 21:38:00
Trevor Williams,-154,120,3.5,2023-07-14 20:15:00
Tyler Glasnow,-144,114,7.5,2023-07-14 20:10:00
Yu Darvish,-110,-116,5.5,2023-07-14 18:05:00
Alex Cobb,-104,-122,4.5,2023-07-15 19:05:00
Andrew Abbott,104,-130,6.5,2023-07-15 19:10:00
Andrew Heaney,-130,104,4.5,2023-07-15 16:05:00
Blake Snell,-136,106,7.5,2023-07-15 13:05:00
Braxton Garrett,-152,120,4.5,2023-07-15 19:05:00
Clarke Schmidt,-122,-106,4.5,2023-07-15 20:10:00
Connor Seabold,-110,-116,3.5,2023-07-15 20:10:00
Framber Valdez,116,-148,6.5,2023-07-15 21:07:00
Freddy Peralta,-138,108,6.5,2023-07-15 19:10:00
Gavin Williams,100,-128,4.5,2023-07-15 16:05:00
George Kirby,120,-152,6.5,2023-07-15 21:40:00
James Paxton,-110,-116,6.5,2023-07-15 14:20:00
Johan Oviedo,-140,110,4.5,2023-07-15 19:05:00
Kevin Gausman,-142,112,6.5,2023-07-15 15:07:00
Kodai Senga,-144,114,5.5,2023-07-15 19:15:00
Kyle Gibson,-116,-110,4.5,2023-07-15 19:05:00
Lance Lynn,100,-128,6.5,2023-07-15 19:15:00
Marcus Stroman,-106,-122,4.5,2023-07-15 14:20:00
Michael Lorenzen,-128,100,4.5,2023-07-15 21:40:00
Ranger Suarez,-128,100,4.5,2023-07-15 19:05:00
Reid Detmers,122,-154,6.5,2023-07-15 21:07:00
Ryan Weathers,120,-154,4.5,2023-07-15 19:05:00
Spencer Strider,-118,-108,9.5,2023-07-15 19:15:00
